"","Qty","Taxon","Plant.Type","Date.Planted","year_planted","month_planted","Survey.Year","Native","Non.native","Invasive"
"1",4,"Quercus bicolor","Tree",2007-05-01,2007,5,"2016","y","n","n"
"2",5,"Hamamelis virginiana","Shrub",2007-11-11,2007,11,"2016","y","n","n"
"3",4,"Hamamelis virginiana","Shrub",2007-11-11,2007,11,"2016","y","n","n"
"4",12,"Viburnum dentatum","Shrub",2007-11-11,2007,11,"2016","y","n","n"
"5",12,"Viburnum dentatum","Shrub",2007-11-11,2007,11,"2016","y","n","n"
"6",12,"Viburnum prunifolium","Shrub",2007-11-11,2007,11,"2016","y","n","n"
"8",5,"Betula lenta","Tree",2007-11-11,2007,11,"2016","y","n","n"
"9",4,"Carpinus caroliniana","Tree",2007-11-11,2007,11,"2016","y","n","n"
"10",2,"Carpinus caroliniana","Tree",2007-11-11,2007,11,"2016","y","n","n"
"11",5,"Chionanthus virginicus","Shrub",2007-11-27,2007,11,"2016","y","n","n"
"12",4,"Hamamelis virginiana","Shrub",2007-11-27,2007,11,"2016","y","n","n"
"13",12,"Viburnum dentatum","Shrub",2007-11-27,2007,11,"2016","y","n","n"
"14",12,"Viburnum dentatum","Shrub",2007-11-27,2007,11,"2016","y","n","n"
"15",2,"Carpinus caroliniana","Tree",2007-11-27,2007,11,"2016","y","n","n"
"16",2,"Carpinus caroliniana","Tree",2007-11-27,2007,11,"2016","y","n","n"
"17",1,"Quercus bicolor","Tree",2007-11-27,2007,11,"2016","y","n","n"
"18",50,"Acer saccharum","Tree",2008-04-12,2008,4,"2016","y","n","n"
"19",50,"Betula lenta","Tree",2008-04-12,2008,4,"2016","y","n","n"
"20",50,"Liriodendron tulipifera","Tree",2008-04-12,2008,4,"2016","y","n","n"
"21",50,"Quercus rubra","Tree",2008-04-12,2008,4,"2016","y","n","n"
"22",50,"Quercus velutina","Tree",2008-04-12,2008,4,"2016","y","n","n"
"25",50,"Cornus alternifolia","Tree",2008-04-25,2008,4,"2016","y","n","n"
"26",50,"Cornus florida","Tree",2008-04-25,2008,4,"2016","y","n","n"
"27",30,"Fraxinus pennsylvanica","Tree",2008-04-25,2008,4,"2016","y","n","n"
"29",50,"Quercus palustris","Tree",2008-04-25,2008,4,"2016","y","n","n"
"30",1,"Quercus bicolor","Tree",2008-05-08,2008,5,"2016","y","n","n"
"31",12,"Quercus rubra","Tree",2008-09-05,2008,9,"2016","y","n","n"
"32",100,"Lindera benzoin","Shrub",2008-10-14,2008,10,"2016","y","n","n"
"33",50,"Viburnum prunifolium","Shrub",2008-10-14,2008,10,"2016","y","n","n"
"34",25,"Acer rubrum","Tree",2008-10-14,2008,10,"2016","y","n","n"
"35",50,"Betula lenta","Tree",2008-10-14,2008,10,"2016","y","n","n"
"36",25,"Carpinus caroliniana","Tree",2008-10-14,2008,10,"2016","y","n","n"
"37",10,"Carya glabra","Tree",2008-10-14,2008,10,"2016","y","n","n"
"38",10,"Carya ovata","Tree",2008-10-14,2008,10,"2016","y","n","n"
"39",10,"Carya tomentosa","Tree",2008-10-14,2008,10,"2016","y","n","n"
"40",50,"Fraxinus americana","Tree",2008-10-14,2008,10,"2016","y","n","n"
"41",10,"Liquidambar styraciflua","Tree",2008-10-14,2008,10,"2016","y","n","n"
"42",10,"Liriodendron tulipifera","Tree",2008-10-14,2008,10,"2016","y","n","n"
"43",50,"Nyssa sylvatica","Tree",2008-10-14,2008,10,"2016","y","n","n"
"44",25,"Quercus alba","Tree",2008-10-14,2008,10,"2016","y","n","n"
"45",50,"Quercus velutina","Tree",2008-10-14,2008,10,"2016","y","n","n"
"46",25,"Hamamelis virginiana","Shrub",2008-10-17,2008,10,"2016","y","n","n"
"47",25,"Viburnum prunifolium","Shrub",2008-10-17,2008,10,"2016","y","n","n"
"49",1,"Carpinus caroliniana","Tree",2008-10-17,2008,10,"2016","y","n","n"
"51",25,"Cornus alternifolia","Tree",2008-10-17,2008,10,"2016","y","n","n"
"52",29,"Fraxinus americana","Tree",2008-10-17,2008,10,"2016","y","n","n"
"53",10,"Liquidambar styraciflua","Tree",2008-10-17,2008,10,"2016","y","n","n"
"54",14,"Liriodendron tulipifera","Tree",2008-10-17,2008,10,"2016","y","n","n"
"55",26,"Quercus alba","Tree",2008-10-17,2008,10,"2016","y","n","n"
"56",10,"Quercus palustris","Tree",2008-10-17,2008,10,"2016","y","n","n"
"57",10,"Viburnum prunifolium","Shrub",2008-10-24,2008,10,"2016","y","n","n"
"59",5,"Liquidambar styraciflua","Tree",2008-10-24,2008,10,"2016","y","n","n"
"60",10,"Ostrya virginiana","Tree",2008-10-24,2008,10,"2016","y","n","n"
"61",37,"Quercus alba","Tree",2008-10-24,2008,10,"2016","y","n","n"
"62",10,"Quercus palustris","Tree",2008-10-24,2008,10,"2016","y","n","n"
"64",61,"Hamamelis virginiana","Shrub",2008-10-25,2008,10,"2016","y","n","n"
"65",15,"Viburnum prunifolium","Shrub",2008-10-25,2008,10,"2016","y","n","n"
"66",30,"Acer saccharinum","Tree",2008-10-25,2008,10,"2016","y","n","n"
"68",4,"Carpinus caroliniana","Tree",2008-10-25,2008,10,"2016","y","n","n"
"69",50,"Fraxinus americana","Tree",2008-10-25,2008,10,"2016","y","n","n"
"70",14,"Ostrya virginiana","Tree",2008-10-25,2008,10,"2016","y","n","n"
"71",30,"Quercus palustris","Tree",2008-10-25,2008,10,"2016","y","n","n"
"72",25,"Acer rubrum","Tree",2008-11-07,2008,11,"2016","y","n","n"
"73",50,"Acer saccharum","Tree",2008-11-07,2008,11,"2016","y","n","n"
"74",75,"Fraxinus pennsylvanica","Tree",2008-11-07,2008,11,"2016","y","n","n"
"75",75,"Quercus alba","Tree",2008-11-07,2008,11,"2016","y","n","n"
"76",25,"Sassafras albidum","Tree",2008-11-07,2008,11,"2016","y","n","n"
"77",25,"Acer rubrum","Tree",2008-11-08,2008,11,"2016","y","n","n"
"78",50,"Acer saccharum","Tree",2008-11-08,2008,11,"2016","y","n","n"
"79",85,"Fraxinus pennsylvanica","Tree",2008-11-08,2008,11,"2016","y","n","n"
"80",25,"Quercus alba","Tree",2008-11-08,2008,11,"2016","y","n","n"
"81",15,"Sassafras albidum","Tree",2008-11-08,2008,11,"2016","y","n","n"
"82",7,"Fraxinus pennsylvanica","Tree",2008-11-11,2008,11,"2016","y","n","n"
"83",15,"Quercus alba","Tree",2008-11-11,2008,11,"2016","y","n","n"
"84",10,"Sassafras albidum","Tree",2008-11-11,2008,11,"2016","y","n","n"
"85",8,"Fraxinus pennsylvanica","Tree",2008-11-18,2008,11,"2016","y","n","n"
"86",10,"Quercus alba","Tree",2008-11-18,2008,11,"2016","y","n","n"
"87",32,"Lindera benzoin","Shrub",2008-11-19,2008,11,"2016","y","n","n"
"88",1,"Viburnum prunifolium","Shrub",2008-11-19,2008,11,"2016","y","n","n"
"89",11,"Hamamelis virginiana","Shrub",2008-11-19,2008,11,"2016","y","n","n"
"91",1,"Betula lenta","Tree",2008-11-19,2008,11,"2016","y","n","n"
"92",10,"Cornus florida","Tree",2008-11-19,2008,11,"2016","y","n","n"
"93",1,"Liquidambar styraciflua","Tree",2008-11-19,2008,11,"2016","y","n","n"
"94",2,"Liriodendron tulipifera","Tree",2008-11-19,2008,11,"2016","y","n","n"
"95",2,"Nyssa sylvatica","Tree",2008-11-19,2008,11,"2016","y","n","n"
"96",1,"Ostrya virginiana","Tree",2008-11-19,2008,11,"2016","y","n","n"
"97",7,"Quercus velutina","Tree",2008-11-19,2008,11,"2016","y","n","n"
"99",20,"Quercus rubra","Tree",2009-05-18,2009,5,"2016","y","n","n"
"100",1,"Acer rubrum","Tree",2009-05-18,2009,5,"2016","y","n","n"
"101",2,"Betula lenta","Tree",2009-05-18,2009,5,"2016","y","n","n"
"102",1,"Carpinus caroliniana","Tree",2009-05-18,2009,5,"2016","y","n","n"
"103",2,"Fraxinus americana","Tree",2009-05-18,2009,5,"2016","y","n","n"
"104",2,"Quercus rubra","Tree",2009-05-18,2009,5,"2016","y","n","n"
"105",50,"Acer rubrum","Tree",2009-11-01,2009,11,"2016","y","n","n"
"106",100,"Acer saccharinum","Tree",2009-11-01,2009,11,"2016","y","n","n"
"109",75,"Betula lenta","Tree",2009-11-01,2009,11,"2016","y","n","n"
"110",50,"Cornus florida","Tree",2009-11-01,2009,11,"2016","y","n","n"
"111",40,"Cornus florida","Tree",2009-11-01,2009,11,"2016","y","n","n"
"112",20,"Liquidambar styraciflua","Tree",2009-11-01,2009,11,"2016","y","n","n"
"113",10,"Nyssa sylvatica","Tree",2009-11-01,2009,11,"2016","y","n","n"
"114",50,"Nyssa sylvatica","Tree",2009-11-01,2009,11,"2016","y","n","n"
"115",50,"Quercus alba","Tree",2009-11-01,2009,11,"2016","y","n","n"
"116",50,"Quercus bicolor","Tree",2009-11-01,2009,11,"2016","y","n","n"
"117",25,"Quercus bicolor","Tree",2009-11-01,2009,11,"2016","y","n","n"
"118",50,"Quercus palustris","Tree",2009-11-01,2009,11,"2016","y","n","n"
"119",25,"Quercus palustris","Tree",2009-11-01,2009,11,"2016","y","n","n"
"120",50,"Quercus velutina","Tree",2009-11-01,2009,11,"2016","y","n","n"
"123",75,"Sassafras albidum","Tree",2009-11-01,2009,11,"2016","y","n","n"
"124",25,"Sassafras albidum","Tree",2009-11-01,2009,11,"2016","y","n","n"
"125",9,"Ulmus americana","Tree",2009-11-01,2009,11,"2016","y","n","n"
"126",50,"Lindera benzoin","Shrub",2009-04-25,2009,4,"2016","y","n","n"
"127",100,"Acer rubrum","Tree",2009-04-25,2009,4,"2016","y","n","n"
"128",125,"Betula lenta","Tree",2009-04-25,2009,4,"2016","y","n","n"
"129",50,"Cornus florida","Tree",2009-04-25,2009,4,"2016","y","n","n"
"130",150,"Quercus alba","Tree",2009-04-25,2009,4,"2016","y","n","n"
"131",75,"Nyssa sylvatica","Tree",2009-04-25,2009,4,"2016","y","n","n"
"133",100,"Cornus alternifolia","Tree",2009-04-25,2009,4,"2016","y","n","n"
"134",40,"Liquidambar styraciflua","Tree",2009-04-25,2009,4,"2016","y","n","n"
"135",260,"Quercus rubra","Tree",2009-04-25,2009,4,"2016","y","n","n"
"136",8,"Betula lenta","Tree",2010-04-10,2010,4,"2016","y","n","n"
"137",8,"Liriodendron tulipifera","Tree",2010-04-10,2010,4,"2016","y","n","n"
"138",8,"Quercus alba","Tree",2010-04-10,2010,4,"2016","y","n","n"
"139",8,"Ulmus americana","Tree",2010-04-10,2010,4,"2016","y","n","n"
"140",60,"Quercus palustris","Tree",2010-04-13,2010,4,"2016","y","n","n"
"141",15,"Lindera benzoin","Shrub",2010-04-22,2010,4,"2016","y","n","n"
"142",10,"Acer rubrum","Tree",2010-04-22,2010,4,"2016","y","n","n"
"143",42,"Betula lenta","Tree",2010-04-22,2010,4,"2016","y","n","n"
"144",42,"Liriodendron tulipifera","Tree",2010-04-22,2010,4,"2016","y","n","n"
"145",20,"Nyssa sylvatica","Tree",2010-04-22,2010,4,"2016","y","n","n"
"146",35,"Quercus alba","Tree",2010-04-22,2010,4,"2016","y","n","n"
"147",40,"Ulmus americana","Tree",2010-04-22,2010,4,"2016","y","n","n"
"152",15,"Lindera benzoin","Shrub",2010-08-20,2010,8,"2016","y","n","n"
"153",5,"Cornus florida","Tree",2010-08-20,2010,8,"2016","y","n","n"
"154",16,"Clethra alnifolia","Shrub",2010-08-25,2010,8,"2016","y","n","n"
"160",4,"Aralia racemosa","Herb",2010-10-07,2010,10,"2016","y","n","n"
"163",1,"Aralia racemosa","Herb",2010-10-08,2010,10,"2016","y","n","n"
"165",8,"Aralia racemosa","Herb",2010-10-12,2010,10,"2016","y","n","n"
"168",29,"Rudbeckia laciniata","Herb",2010-10-12,2010,10,"2016","y","n","n"
"169",98,"Rudbeckia laciniata","Herb",2010-10-13,2010,10,"2016","y","n","n"
"170",10,"Cornus florida","Tree",2010-10-13,2010,10,"2016","y","n","n"
"171",20,"Liquidambar styraciflua","Tree",2010-10-13,2010,10,"2016","y","n","n"
"172",20,"Quercus rubra","Tree",2010-10-13,2010,10,"2016","y","n","n"
"173",32,"Aralia racemosa","Herb",2010-10-22,2010,10,"2016","y","n","n"
"174",23,"Verbesina alternifolia","Herb",2010-10-22,2010,10,"2016","y","n","n"
"175",12,"Clethra alnifolia","Shrub",2010-10-22,2010,10,"2016","y","n","n"
"176",20,"Viburnum dentatum","Shrub",2010-10-22,2010,10,"2016","y","n","n"
"177",68,"Cornus florida","Tree",2010-10-22,2010,10,"2016","y","n","n"
"178",54,"Quercus alba","Tree",2010-10-22,2010,10,"2016","y","n","n"
"179",21,"Quercus bicolor","Tree",2010-10-22,2010,10,"2016","y","n","n"
"180",50,"Liquidambar styraciflua","Tree",2010-10-22,2010,10,"2016","y","n","n"
"181",33,"Cornus florida","Tree",2010-10-26,2010,10,"2016","y","n","n"
"182",33,"Quercus rubra","Tree",2010-10-26,2010,10,"2016","y","n","n"
"183",8,"Viburnum acerifolium","Shrub",2010-10-28,2010,10,"2016","y","n","n"
"185",29,"Betula lenta","Tree",2010-10-28,2010,10,"2016","y","n","n"
"186",13,"Acer rubrum","Tree",2010-10-28,2010,10,"2016","y","n","n"
"187",13,"Cornus florida","Tree",2010-10-28,2010,10,"2016","y","n","n"
"188",9,"Liquidambar styraciflua","Tree",2010-10-28,2010,10,"2016","y","n","n"
"189",2,"Nyssa sylvatica","Tree",2010-10-28,2010,10,"2016","y","n","n"
"190",14,"Sassafras albidum","Tree",2010-10-28,2010,10,"2016","y","n","n"
"191",10,"Hamamelis virginiana","Shrub",2010-10-30,2010,10,"2016","y","n","n"
"192",15,"Viburnum acerifolium","Shrub",2010-10-30,2010,10,"2016","y","n","n"
"193",110,"Viburnum prunifolium","Shrub",2010-10-30,2010,10,"2016","y","n","n"
"194",4,"Quercus palustris","Tree",2010-10-30,2010,10,"2016","y","n","n"
"195",1,"Acer rubrum","Tree",2010-10-30,2010,10,"2016","y","n","n"
"196",18,"Betula lenta","Tree",2010-10-30,2010,10,"2016","y","n","n"
"197",43,"Liriodendron tulipifera","Tree",2010-10-30,2010,10,"2016","y","n","n"
"198",7,"Cornus florida","Tree",2010-10-30,2010,10,"2016","y","n","n"
"199",16,"Liquidambar styraciflua","Tree",2010-10-30,2010,10,"2016","y","n","n"
"200",65,"Quercus rubra","Tree",2010-10-30,2010,10,"2016","y","n","n"
"202",24,"Viburnum prunifolium","Shrub",2010-11-03,2010,11,"2016","y","n","n"
"204",1,"Betula lenta","Tree",2010-11-03,2010,11,"2016","y","n","n"
"205",5,"Nyssa sylvatica","Tree",2010-11-03,2010,11,"2016","y","n","n"
"206",11,"Quercus palustris","Tree",2010-11-03,2010,11,"2016","y","n","n"
"207",9,"Cornus florida","Tree",2010-11-03,2010,11,"2016","y","n","n"
"208",6,"Quercus alba","Tree",2010-11-03,2010,11,"2016","y","n","n"
"209",12,"Sassafras albidum","Tree",2010-11-03,2010,11,"2016","y","n","n"
"210",6,"Betula lenta","Tree",2010-11-05,2010,11,"2016","y","n","n"
"211",6,"Cornus florida","Tree",2010-11-05,2010,11,"2016","y","n","n"
"212",7,"Liquidambar styraciflua","Tree",2010-11-05,2010,11,"2016","y","n","n"
"213",7,"Sassafras albidum","Tree",2010-11-05,2010,11,"2016","y","n","n"
"214",64,"Aralia racemosa","Herb",2010-11-06,2010,11,"2016","y","n","n"
"215",7,"Polygonum virginianum","Herb",2010-11-06,2010,11,"2016","y","n","n"
"216",26,"Verbesina alternifolia","Herb",2010-11-06,2010,11,"2016","y","n","n"
"217",73,"Quercus alba","Tree",2010-11-06,2010,11,"2016","y","n","n"
"218",121,"Quercus bicolor","Tree",2010-11-06,2010,11,"2016","y","n","n"
"219",50,"Cornus florida","Tree",2010-11-06,2010,11,"2016","y","n","n"
"220",4,"Aralia racemosa","Herb",2010-11-08,2010,11,"2016","y","n","n"
"221",10,"Quercus bicolor","Tree",2010-11-08,2010,11,"2016","y","n","n"
"222",20,"Cornus florida","Tree",2010-11-08,2010,11,"2016","y","n","n"
"223",14,"Aralia racemosa","Herb",2010-11-09,2010,11,"2016","y","n","n"
"224",7,"Betula lenta","Tree",2010-11-09,2010,11,"2016","y","n","n"
"225",5,"Cornus florida","Tree",2010-11-09,2010,11,"2016","y","n","n"
"226",5,"Liquidambar styraciflua","Tree",2010-11-09,2010,11,"2016","y","n","n"
"227",2,"Sassafras albidum","Tree",2010-11-09,2010,11,"2016","y","n","n"
"228",12,"Aralia racemosa","Herb",2010-11-10,2010,11,"2016","y","n","n"
"230",12,"Betula lenta","Tree",2010-11-10,2010,11,"2016","y","n","n"
"231",1,"Acer rubrum","Tree",2010-11-10,2010,11,"2016","y","n","n"
"232",15,"Cornus florida","Tree",2010-11-10,2010,11,"2016","y","n","n"
"233",15,"Liquidambar styraciflua","Tree",2010-11-10,2010,11,"2016","y","n","n"
"235",3,"Sassafras albidum","Tree",2010-11-10,2010,11,"2016","y","n","n"
"237",24,"Acer rubrum","Tree",2011-04-30,2011,4,"2016","y","n","n"
"239",160,"Aralia racemosa","Herb",2011-05-04,2011,5,"2016","y","n","n"
"244",48,"Verbesina alternifolia","Herb",2011-05-04,2011,5,"2016","y","n","n"
"246",7,"Clethra alnifolia","Shrub",2011-05-04,2011,5,"2016","y","n","n"
"247",43,"Vaccinium angustifolium","Shrub",2011-05-04,2011,5,"2016","y","n","n"
"250",2,"Cornus florida","Tree",2011-05-04,2011,5,"2016","y","n","n"
"251",5,"Cornus florida","Tree",2011-05-04,2011,5,"2016","y","n","n"
"252",13,"Aralia racemosa","Herb",2011-05-27,2011,5,"2016","y","n","n"
"253",24,"Parthenocissus quinquefolia","Herb",2011-05-27,2011,5,"2016","y","n","n"
"254",40,"Geum canadense","Herb",2011-05-27,2011,5,"2016","y","n","n"
"255",32,"Polygonum virginianum","Herb",2011-05-27,2011,5,"2016","y","n","n"
"257",40,"Eurybia divaricata","Herb",2011-05-27,2011,5,"2016","y","n","n"
"258",7,"Liquidambar styraciflua","Tree",2011-05-27,2011,5,"2016","y","n","n"
"259",2,"Quercus bicolor","Tree",2011-05-27,2011,5,"2016","y","n","n"
"260",7,"Cornus florida","Tree",2011-05-27,2011,5,"2016","y","n","n"
"261",24,"Aralia racemosa","Herb",2011-05-31,2011,5,"2016","y","n","n"
"262",41,"Parthenocissus quinquefolia","Herb",2011-05-31,2011,5,"2016","y","n","n"
"263",24,"Geum canadense","Herb",2011-05-31,2011,5,"2016","y","n","n"
"264",30,"Polygonum virginianum","Herb",2011-05-31,2011,5,"2016","y","n","n"
"266",24,"Eurybia divaricata","Herb",2011-05-31,2011,5,"2016","y","n","n"
"267",20,"Aralia racemosa","Herb",2011-06-01,2011,6,"2016","y","n","n"
"268",23,"Geum canadense","Herb",2011-06-01,2011,6,"2016","y","n","n"
"269",28,"Polygonum virginianum","Herb",2011-06-01,2011,6,"2016","y","n","n"
"270",32,"Eurybia divaricata","Herb",2011-06-01,2011,6,"2016","y","n","n"
"271",12,"Aralia racemosa","Herb",2011-06-02,2011,6,"2016","y","n","n"
"272",32,"Parthenocissus quinquefolia","Herb",2011-06-02,2011,6,"2016","y","n","n"
"273",24,"Geum canadense","Herb",2011-06-02,2011,6,"2016","y","n","n"
"274",50,"Polygonum virginianum","Herb",2011-06-02,2011,6,"2016","y","n","n"
"276",32,"Eurybia divaricata","Herb",2011-06-02,2011,6,"2016","y","n","n"
"277",5,"Aralia racemosa","Herb",2011-06-03,2011,6,"2016","y","n","n"
"278",10,"Parthenocissus quinquefolia","Herb",2011-06-03,2011,6,"2016","y","n","n"
"279",10,"Geum canadense","Herb",2011-06-03,2011,6,"2016","y","n","n"
"280",20,"Polygonum virginianum","Herb",2011-06-03,2011,6,"2016","y","n","n"
"282",32,"Eurybia divaricata","Herb",2011-06-07,2011,6,"2016","y","n","n"
"283",32,"Geum canadense","Herb",2011-06-07,2011,6,"2016","y","n","n"
"284",32,"Parthenocissus quinquefolia","Herb",2011-06-07,2011,6,"2016","y","n","n"
"285",32,"Polygonum virginianum","Herb",2011-06-07,2011,6,"2016","y","n","n"
"286",13,"Aralia racemosa","Herb",2011-06-08,2011,6,"2016","y","n","n"
"288",32,"Eurybia divaricata","Herb",2011-06-08,2011,6,"2016","y","n","n"
"289",62,"Geum canadense","Herb",2011-06-08,2011,6,"2016","y","n","n"
"290",22,"Parthenocissus quinquefolia","Herb",2011-06-08,2011,6,"2016","y","n","n"
"291",32,"Polygonum virginianum","Herb",2011-06-08,2011,6,"2016","y","n","n"
"292",8,"Aralia racemosa","Herb",2011-06-09,2011,6,"2016","y","n","n"
"294",37,"Eurybia divaricata","Herb",2011-06-09,2011,6,"2016","y","n","n"
"295",10,"Geum canadense","Herb",2011-06-09,2011,6,"2016","y","n","n"
"296",32,"Polygonum virginianum","Herb",2011-06-09,2011,6,"2016","y","n","n"
"297",14,"Aralia racemosa","Herb",2011-06-10,2011,6,"2016","y","n","n"
"299",34,"Eurybia divaricata","Herb",2011-06-10,2011,6,"2016","y","n","n"
"300",32,"Geum canadense","Herb",2011-06-10,2011,6,"2016","y","n","n"
"301",24,"Parthenocissus quinquefolia","Herb",2011-06-10,2011,6,"2016","y","n","n"
"302",8,"Aralia racemosa","Herb",2011-06-11,2011,6,"2016","y","n","n"
"304",8,"Eurybia divaricata","Herb",2011-06-11,2011,6,"2016","y","n","n"
"305",10,"Geum canadense","Herb",2011-06-11,2011,6,"2016","y","n","n"
"306",15,"Parthenocissus quinquefolia","Herb",2011-06-11,2011,6,"2016","y","n","n"
