Survey Year,Genus,Species,Family,Taxon,Appear in Woody Survey,Appear in Herb Transects,Appear as Additional Species,Native,Non-native,Invasive
2016,Tsuga,canadensis,Pinaceae,Tsuga canadensis,y,n,y,y,n,n
2016,Ulmus,americana,Ulmaceae,Ulmus americana,y,y,y,y,n,n
2016,Ulmus,parvifolia,Ulmaceae,Ulmus parvifolia,n,n,y,n,y,y
2016,Urtica,dioica,Urticaceae,Urtica dioica,n,y,y,y,n,n
2016,Vaccinium,angustifolium,Ericaceae,Vaccinium angustifolium,n,n,y,y,n,n
2016,Vaccinium,corymbosum,Ericaceae,Vaccinium corymbosum,y,n,y,y,n,n
2016,Vaccinium,pallidum,Ericaceae,Vaccinium pallidum,n,y,n,y,n,n
2016,Verbesina,alternifolia,Asteraceae,Verbesina alternifolia,n,y,y,y,n,n
2016,Veronica,officinalis,Plantaginaceae,Veronica officinalis,n,y,n,y,n,n
2016,Viburnum,acerifolium,Adoxaceae,Viburnum acerifolium,y,y,y,y,n,n
2016,Viburnum,dentatum,Adoxaceae,Viburnum dentatum,y,y,y,y,n,n
2016,Viburnum,dilatatum,Adoxaceae,Viburnum dilatatum,y,y,y,n,y,y
2016,Viburnum,plicatum,Adoxaceae,Viburnum plicatum,n,y,n,n,y,y
2016,Viburnum,prunifolium,Adoxaceae,Viburnum prunifolium,y,y,y,y,n,n
2016,Viburnum,setigerum,Adoxaceae,Viburnum setigerum,y,y,y,n,y,n
2016,Viola,labradorica,Violaceae,Viola labradorica,n,y,n,y,n,n
2016,Viola,sororia,Violaceae,Viola sororia,n,y,y,y,n,n
2016,Viola,spp.,Violaceae,Viola spp.,n,y,y,n,n,n
2016,Vitis,aestivalis,Vitaceae,Vitis aestivalis,y,n,y,y,n,n
2016,Vitis,novae-angliae,Vitaceae,Vitis novae-angliae,y,n,n,y,n,n
2016,Vitis,spp.,Vitaceae,Vitis spp.,n,n,y,n,n,n
2016,Wisteria,sinensis,Fabaceae,Wisteria sinensis,n,y,y,n,y,y
2016,Wisteria,sp.,Fabaceae,Wisteria sp.,y,n,n,n,n,n
2016,Woodsia,obtusa,Woodsiaceae,Woodsia obtusa,n,n,y,y,n,n
2016,Zelkova,serrata,Ulmaceae,Zelkova serrata,y,n,y,n,y,n
2011,Acer,negundo,Sapindaceae,Acer negundo,n,n,y,y,n,n
2011,Acer,platanoides,Sapindaceae,Acer platanoides,y,y,y,n,y,y
2011,Acer,pseudoplatanus,Sapindaceae,Acer pseudoplatanus,y,n,y,n,y,y
2011,Acer,rubrum,Sapindaceae,Acer rubrum,y,y,y,y,n,n
2011,Acer,saccharum,Sapindaceae,Acer saccharum,y,y,y,y,n,n
2011,Acer,sp.,Sapindaceae,Acer sp.,y,y,n,n,n,n
2011,Ageratina,altissima,Asteraceae,Ageratina altissima,n,y,y,y,n,n
2011,Ailanthus,altissima,Simaroubaceae,Ailanthus altissima,y,y,y,n,y,y
2011,Alliaria,petiolata,Brassicaceae,Alliaria petiolata,n,y,y,n,y,y
2011,Alnus,glutinosa,Betulaceae,Alnus glutinosa,n,y,n,n,y,y
2011,Amelanchier,spp.,Rosaceae,Amelanchier spp.,y,y,y,y,n,n
2011,Ampelopsis,brevipedunculata,Vitaceae,Ampelopsis brevipedunculata,n,y,y,n,y,y
2011,Aralia,elata,Araliaceae,Aralia elata,y,y,y,n,y,y
2011,Aralia,racemosa,Araliaceae,Aralia racemosa,n,y,n,y,n,n
2011,Arisaema,triphyllum,Araceae,Arisaema triphyllum,n,n,y,y,n,n
2011,Artemisia,vulgaris,Asteraceae,Artemisia vulgaris,n,y,y,n,y,y
2011,Asimina,triloba,Annonaceae,Asimina triloba,y,n,n,y,n,n
2011,Berberis,thunbergii,Berberidaceae,Berberis thunbergii,n,n,y,n,y,y
2011,Betula,lenta,Betulaceae,Betula lenta,y,y,y,y,n,n
2011,Betula,nigra,Betulaceae,Betula nigra,n,y,n,y,n,n
2011,Carex,cumulata,Cyperaceae,Carex cumulata,n,n,y,y,n,n
2011,Carex,spp.,Cyperaceae,Carex spp.,n,n,y,n,n,n
2011,Carpinus,caroliniana,Betulaceae,Carpinus caroliniana,y,y,n,y,n,n
2011,Carya,cordiformis,Juglandaceae,Carya cordiformis,n,y,y,y,n,n
2011,Carya ,spp.,Juglandaceae,Carya  spp.,y,y,n,y,n,n
2011,Celastrus,orbiculatus,Celastraceae,Celastrus orbiculatus,n,y,y,n,y,y
2011,Cephalotaxus,harringtonia,Taxaceae,Cephalotaxus harringtonia,y,y,y,n,y,n
2011,Circaea,lutetiana,Onagraceae,Circaea lutetiana,n,y,y,y,n,n
2011,Cirsium,spp.,Asteraceae,Cirsium spp.,n,n,y,n,n,n
2011,Commelina,communis,Commelinaceae,Commelina communis,n,y,y,n,y,y
2011,Cornus,alternifolia,Cornaceae,Cornus alternifolia,y,n,y,y,n,n
2011,Cornus,florida,Cornaceae,Cornus florida,y,y,y,y,n,n
2011,Crataegus,mollis,Rosaceae,Crataegus mollis,n,y,y,y,n,n
2011,Crataegus,spp.,Rosaceae,Crataegus spp.,y,y,y,n,n,n
2011,Echinocystis ,lobata,Cucurbitaceae,Echinocystis  lobata,n,y,y,y,n,n
2011,Euonymus,alatus,Celastraceae,Euonymus alatus,y,y,n,n,y,y
2011,Euonymus,fortunei,Celastraceae,Euonymus fortunei,n,n,y,n,y,y
2011,Euonymus,spp.,Celastraceae,Euonymus spp.,y,n,y,n,y,n
2011,Eurybia,divaricata,Asteraceae,Eurybia divaricata,n,y,y,y,n,n
2011,Fagus,grandifolia,Fagaceae,Fagus grandifolia,y,y,y,y,n,n
2011,Fern,sp.,,Fern sp.,n,y,n,y,n,n
2011,Frangula,alnus,Rhamnaceae,Frangula alnus,y,y,n,n,y,y
2011,Fraxinus,americana,Oleaceae,Fraxinus americana,y,y,y,y,n,n
2011,Fraxinus,spp.,Oleaceae,Fraxinus spp.,n,n,y,y,n,n
2011,Ginkgo,biloba,Ginkgoaceae,Ginkgo biloba,n,y,y,n,y,n
2011,Hamamelis,virginiana,Hamamelidaceae,Hamamelis virginiana,y,y,y,y,n,n
2011,Hedera,helix,Araliaceae,Hedera helix,n,y,y,n,y,y
2011,Hosta,spp.,Asparagaceae,Hosta spp.,n,y,y,n,y,n
2011,Hydrangea,paniculata,Hydrangeaceae,Hydrangea paniculata,y,y,n,n,y,n
2011,Ilex,crenata,Aquifoliaceae,Ilex crenata,n,n,y,n,y,y
2011,Ilex,opaca,Aquifoliaceae,Ilex opaca,y,y,y,y,n,n
2011,Ilex,verticillata,Aquifoliaceae,Ilex verticillata,n,n,y,y,n,n
2011,Impatiens,capensis,Balsaminaceae,Impatiens capensis,n,y,y,y,n,n
2011,Kalopanax,septemlobus,Araliaceae,Kalopanax septemlobus,y,y,y,n,y,n
2011,Ligustrum,spp.,Oleaceae,Ligustrum spp.,n,y,n,n,y,n
2011,Lindera,benzoin,Lauraceae,Lindera benzoin,y,y,y,y,n,n
2011,Liquidambar,styraciflua,Altingiaceae,Liquidambar styraciflua,y,y,y,y,n,n
2011,Liriodendron,tulipifera,Magnoliaceae,Liriodendron tulipifera,y,y,y,y,n,n
2011,Lonicera,gracilipes,Caprifoliaceae,Lonicera gracilipes,n,n,y,n,y,n
2011,Lonicera,japonica,Caprifoliaceae,Lonicera japonica,n,y,y,n,y,y
2011,Lonicera,maackii,Caprifoliaceae,Lonicera maackii,y,y,y,n,y,y
2011,Magnolia,kobus,Magnoliaceae,Magnolia kobus,y,n,n,n,y,n
2011,Magnolia,tripetala,Magnoliaceae,Magnolia tripetala,y,n,n,y,n,n
2011,Maianthemum,canadense,Asparagaceae,Maianthemum canadense,n,y,y,y,n,n
2011,Maianthemum,racemosum,Asparagaceae,Maianthemum racemosum,n,y,y,y,n,n
2011,Malus,spp.,Rosaceae,Malus spp.,y,y,y,n,y,n
2011,Menispermum,canadense,Menispermaceae,Menispermum canadense,n,y,y,y,n,n
2011,Mitchella,repens,Rubiaceae,Mitchella repens,n,y,y,y,n,n
2011,Morus,alba,Moraceae,Morus alba,n,y,y,n,y,y
2011,Morus,rubra,Moraceae,Morus rubra,y,n,y,y,n,n
2011,Nyssa,sylvatica,Nyssaceae,Nyssa sylvatica,y,y,y,y,n,n
2011,Ostrya,virginiana,Betulaceae,Ostrya virginiana,y,y,y,y,n,n
2011,Oxalis,stricta,Oxalidaceae,Oxalis stricta,n,y,y,y,n,n
2011,Parthenocissus,quinquefolia,Vitaceae,Parthenocissus quinquefolia,n,y,y,y,n,n
2011,Paulownia,tomentosa,Paulowniaceae,Paulownia tomentosa,y,y,y,n,y,y
2011,Persicaria,perfoliata,Polygonaceae,Persicaria perfoliata,n,y,n,n,y,y
2011,Persicaria,vulgaris,Polygonaceae,Persicaria vulgaris,n,y,n,n,y,n
2011,Phellodendron,amurense,Rutaceae,Phellodendron amurense,y,y,y,n,y,y
2011,Philadelphus,coronarius,Hydrangeaceae,Philadelphus coronarius,n,y,n,n,y,n
2011,Phytolacca,americana,Phytolaccaceae,Phytolacca americana,n,y,y,y,n,n
2011,Pinus,sp.,Pinaceae,Pinus sp.,n,n,y,n,n,n
2011,Poaceae,spp.,Poaceae,Poaceae spp.,n,y,y,n,n,n
2011,Polygonatum,biflorum,Asparagaceae,Polygonatum biflorum,n,y,y,y,n,n
2011,Polygonatum,spp.,Asparagaceae,Polygonatum spp.,n,n,y,y,n,n
2011,Polygonum,virginianum,Polygonaceae,Polygonum virginianum,n,y,y,y,n,n
2011,Populus,grandidentata,Salicaceae,Populus grandidentata,y,n,n,y,n,n
2011,Prunus,serotina,Rosaceae,Prunus serotina,y,y,y,y,n,n
2011,Prunus,spp.,Rosaceae,Prunus spp.,y,y,y,n,y,n
2011,Quercus,alba,Fagaceae,Quercus alba,y,y,n,y,n,n
2011,Quercus,bicolor,Fagaceae,Quercus bicolor,y,n,n,y,n,n
2011,Quercus,palustris,Fagaceae,Quercus palustris,y,y,n,y,n,n
2011,Quercus,rubra,Fagaceae,Quercus rubra,y,y,n,y,n,n
2011,Quercus,velutina,Fagaceae,Quercus velutina,y,y,n,y,n,n
2011,Reynoutria,japonica,Polygonaceae,Reynoutria japonica,n,y,y,n,y,y
2011,Rhododendron,maximum,Ericaceae,Rhododendron maximum,n,y,n,y,n,n
2011,Rhododendron,spp.,Ericaceae,Rhododendron spp.,y,y,y,n,n,n
2011,Robinia,pseudoacacia,Fabaceae,Robinia pseudoacacia,y,n,n,n,y,y
2011,Rosa,multiflora,Rosaceae,Rosa multiflora,n,y,n,n,y,y
2011,Rosa,spp.,Rosaceae,Rosa spp.,y,n,n,n,y,n
2011,Rubus,allegheniensis,Rosaceae,Rubus allegheniensis,n,y,n,y,n,n
2011,Rubus,phoenicolasius,Rosaceae,Rubus phoenicolasius,n,y,n,n,y,y
2011,Rubus,spp.,Rosaceae,Rubus spp.,n,y,y,n,n,n
2011,Sambucus,canadensis,Adoxaceae,Sambucus canadensis,y,y,n,y,n,n
2011,Sassafras,albidum,Lauraceae,Sassafras albidum,n,y,n,y,n,n
2011,Saururus,cernuus,Saururaceae,Saururus cernuus,n,y,n,y,n,n
2011,Silene,stellata,Caryophyllaceae,Silene stellata,n,y,n,y,n,n
2011,Smilax,rotundifolia,Smilacaceae,Smilax rotundifolia,n,y,n,y,n,n
2011,Solanum,dulcamara,Solanaceae,Solanum dulcamara,n,y,n,n,y,y
2011,Solanum,spp.,Solanaceae,Solanum spp.,n,n,y,n,n,n
2011,Solidago,spp.,Asteraceae,Solidago spp.,n,y,y,n,n,n
2011,Symplocarpus,foetidus,Aracaeae,Symplocarpus foetidus,n,y,n,y,n,n
2011,Tilia,americana,Malvaceae,Tilia americana,y,n,n,y,n,n
2011,Toxicodendron,radicans,Anacardiaceae,Toxicodendron radicans,n,y,n,y,n,n
2011,Trifolium,spp.,Fabaceae,Trifolium spp.,n,y,y,n,n,n
2011,Tsuga,canadensis,Pinaceae,Tsuga canadensis,y,n,n,y,n,n
2011,Ulmus,americana,Ulmaceae,Ulmus americana,y,y,n,y,n,n
2011,Ulmus,parvifolia,Ulmaceae,Ulmus parvifolia,n,y,n,n,y,y
2011,Urtica,dioica,Urticaceae,Urtica dioica,n,y,n,y,n,n
2011,Vaccinium,angustifolium,Ericaceae,Vaccinium angustifolium,n,y,n,y,n,n
2011,Vaccinium,spp.,Ericaceae,Vaccinium spp.,n,n,y,y,n,n
2011,Viburnum,acerifolium,Adoxaceae,Viburnum acerifolium,n,y,n,y,n,n
2011,Viburnum,dentatum,Adoxaceae,Viburnum dentatum,y,y,n,y,n,n
2011,Viburnum,dilatatum,Adoxaceae,Viburnum dilatatum,y,y,n,n,y,y
2011,Viburnum,plicatum,Adoxaceae,Viburnum plicatum,y,n,n,n,y,y
2011,Viburnum,prunifolium,Adoxaceae,Viburnum prunifolium,y,y,n,y,n,n
2011,Viburnum,setigerum,Adoxaceae,Viburnum setigerum,y,y,n,n,y,n
2011,Vinca,sp.,Apocynaceae,Vinca sp.,n,n,y,n,y,n
2011,Viola,sororia,Violaceae,Viola sororia,n,y,n,y,n,n
2011,Vitis,spp.,Vitaceae,Vitis spp.,n,y,y,y,n,n
2011,Wisteria,sp.,Fabaceae,Wisteria sp.,n,y,n,n,y,n
2011,Zelkova,serrata,Ulmaceae,Zelkova serrata,n,y,n,n,y,n
2006,Acer,platanoides,Sapindaceae,Acer platanoides,y,na,na,n,y,y
2006,Acer,rubrum,Sapindaceae,Acer rubrum,y,na,na,y,n,n
2006,Acer,saccharum,Sapindaceae,Acer saccharum,y,na,na,y,n,n
2006,Ailanthus,altissima,Simaroubaceae,Ailanthus altissima,y,na,na,n,y,y
2006,Amelanchier,spp.,Rosaceae,Amelanchier spp.,y,na,na,y,n,n
2006,Aralia,elata,Araliaceae,Aralia elata,y,na,na,n,y,y
2006,Betula,lenta,Betulaceae,Betula lenta,y,na,na,y,n,n
2006,Carpinus,caroliniana,Betulaceae,Carpinus caroliniana,y,na,na,y,n,n
2006,Carya ,spp.,Juglandaceae,Carya  spp.,y,na,na,y,n,n
2006,Cephalotaxus,harringtonia,Taxaceae,Cephalotaxus harringtonia,y,na,na,n,y,n
2006,Chionanthus,virginicus,Oleaceae,Chionanthus virginicus,y,na,na,y,n,n
2006,Cornus,alternifolia,Cornaceae,Cornus alternifolia,y,na,na,y,n,n
2006,Cornus,florida,Cornaceae,Cornus florida,y,na,na,y,n,n
2006,Crataegus,mollis,Rosaceae,Crataegus mollis,y,na,na,y,n,n
2006,Euonymus,alatus,Celastraceae,Euonymus alatus,y,na,na,n,y,y
2006,Fagus,grandifolia,Fagaceae,Fagus grandifolia,y,na,na,y,n,n
2006,Fraxinus,americana,Oleaceae,Fraxinus americana,y,na,na,y,n,n
2006,Hamamelis,virginiana,Hamamelidaceae,Hamamelis virginiana,y,na,na,y,n,n
2006,Ilex,opaca,Aquifoliaceae,Ilex opaca,y,na,na,y,n,n
2006,Ilex,verticillata,Aquifoliaceae,Ilex verticillata,y,na,na,y,n,n
2006,Kalmia,latifolia,Ericaceae,Kalmia latifolia,y,na,na,n,n,n
2006,Lindera,benzoin,Lauraceae,Lindera benzoin,y,na,na,y,n,n
2006,Liriodendron,tulipifera,Magnoliaceae,Liriodendron tulipifera,y,na,na,y,n,n
2006,Lonicera,maackii,Caprifoliaceae,Lonicera maackii,y,na,na,n,y,y
2006,Magnolia,kobus,Magnoliaceae,Magnolia kobus,y,na,na,n,y,n
2006,Malus,spp.,Rosaceae,Malus spp.,y,na,na,n,y,n
2006,Morus,alba,Moraceae,Morus alba,y,na,na,n,y,y
2006,Morus,rubra,Moraceae,Morus rubra,y,na,na,y,n,n
2006,Nyssa,sylvatica,Nyssaceae,Nyssa sylvatica,y,na,na,y,n,n
2006,Ostrya,virginiana,Betulaceae,Ostrya virginiana,y,na,na,y,n,n
2006,Paulownia,tomentosa,Paulowniaceae,Paulownia tomentosa,y,na,na,n,y,y
2006,Phellodendron,amurense,Rutaceae,Phellodendron amurense,y,na,na,n,y,y
2006,Prunus,serotina,Rosaceae,Prunus serotina,y,na,na,y,n,n
2006,Prunus,spp.,Rosaceae,Prunus spp.,y,na,na,n,y,n
2006,Quercus,alba,Fagaceae,Quercus alba,y,na,na,y,n,n
2006,Quercus,palustris,Fagaceae,Quercus palustris,y,na,na,y,n,n
2006,Quercus,rubra,Fagaceae,Quercus rubra,y,na,na,y,n,n
2006,Quercus,velutina,Fagaceae,Quercus velutina,y,na,na,y,n,n
2006,Rhododendron,spp.,Ericaceae,Rhododendron spp.,y,na,na,n,n,n
2006,Sambucus,canadensis,Adoxaceae,Sambucus canadensis,y,na,na,y,n,n
2006,Sassafras,albidum,Lauraceae,Sassafras albidum,y,na,na,y,n,n
2006,Tsuga,canadensis,Pinaceae,Tsuga canadensis,y,na,na,y,n,n
2006,Ulmus,americana,Ulmaceae,Ulmus americana,y,na,na,y,n,n
2006,Vaccinium,corymbosum,Ericaceae,Vaccinium corymbosum,y,na,na,y,n,n
2006,Viburnum,dentatum,Adoxaceae,Viburnum dentatum,y,na,na,y,n,n
2006,Viburnum,dilatatum,Adoxaceae,Viburnum dilatatum,y,na,na,n,y,y
2006,Viburnum,plicatum,Adoxaceae,Viburnum plicatum,y,na,na,n,y,y
2006,Viburnum,prunifolium,Adoxaceae,Viburnum prunifolium,y,na,na,y,n,n
2006,Viburnum,setigerum,Adoxaceae,Viburnum setigerum,y,na,na,n,y,n
2002,Acer,platanoides,Sapindaceae,Acer platanoides,y,na,na,n,y,y
2002,Acer,rubrum,Sapindaceae,Acer rubrum,y,na,na,y,n,n
2002,Acer,saccharum,Sapindaceae,Acer saccharum,y,na,na,y,n,n
2002,Ailanthus,altissima,Simaroubaceae,Ailanthus altissima,y,na,na,n,y,y
2002,Alnus,glutinosa,Betulaceae,Alnus glutinosa,y,na,na,n,y,y
2002,Amelanchier,spp.,Rosaceae,Amelanchier spp.,y,na,na,y,n,n
2002,Aralia,elata,Araliaceae,Aralia elata,y,na,na,n,y,y
2002,Betula,lenta,Betulaceae,Betula lenta,y,na,na,y,n,n
2002,Carpinus,caroliniana,Betulaceae,Carpinus caroliniana,y,na,na,y,n,n
2002,Carya ,spp.,Juglandaceae,Carya  spp.,y,na,na,y,n,n
2002,Chionanthus,virginicus,Oleaceae,Chionanthus virginicus,y,na,na,y,n,n
2002,Cornus,florida,Cornaceae,Cornus florida,y,na,na,y,n,n
2002,Fagus,grandifolia,Fagaceae,Fagus grandifolia,y,na,na,y,n,n
2002,Fraxinus,americana,Oleaceae,Fraxinus americana,y,na,na,y,n,n
2002,Hamamelis,virginiana,Hamamelidaceae,Hamamelis virginiana,y,na,na,y,n,n
2002,Lindera,benzoin,Lauraceae,Lindera benzoin,y,na,na,y,n,n
2002,Liquidambar,styraciflua,Altingiaceae,Liquidambar styraciflua,y,na,na,y,n,n
2002,Liriodendron,tulipifera,Magnoliaceae,Liriodendron tulipifera,y,na,na,y,n,n
2002,Magnolia,kobus,Magnoliaceae,Magnolia kobus,y,na,na,n,y,n
2002,Malus,spp.,Rosaceae,Malus spp.,y,na,na,n,y,n
2002,Morus,rubra,Moraceae,Morus rubra,y,na,na,y,n,n
2002,Nyssa,sylvatica,Nyssaceae,Nyssa sylvatica,y,na,na,y,n,n
2002,Ostrya,virginiana,Betulaceae,Ostrya virginiana,y,na,na,y,n,n
2002,Phellodendron,amurense,Rutaceae,Phellodendron amurense,y,na,na,n,y,y
2002,Prunus,serotina,Rosaceae,Prunus serotina,y,na,na,y,n,n
2002,Prunus,spp.,Rosaceae,Prunus spp.,y,na,na,n,y,n
2002,Quercus,alba,Fagaceae,Quercus alba,y,na,na,y,n,n
2002,Quercus,bicolor,Fagaceae,Quercus bicolor,y,na,na,y,n,n
2002,Quercus,palustris,Fagaceae,Quercus palustris,y,na,na,y,n,n
2002,Quercus,rubra,Fagaceae,Quercus rubra,y,na,na,y,n,n
2002,Quercus,velutina,Fagaceae,Quercus velutina,y,na,na,y,n,n
2002,Rhododendron,spp.,Ericaceae,Rhododendron spp.,y,na,na,n,n,n
2002,Robinia,pseudoacacia,Fabaceae,Robinia pseudoacacia,y,na,na,n,y,y
2002,Sassafras,albidum,Lauraceae,Sassafras albidum,y,na,na,y,n,n
2002,Tsuga,canadensis,Pinaceae,Tsuga canadensis,y,na,na,y,n,n
2002,Ulmus,americana,Ulmaceae,Ulmus americana,y,na,na,y,n,n
2002,Vaccinium,corymbosum,Ericaceae,Vaccinium corymbosum,y,na,na,y,n,n
1937,Acer,sp.,Sapindaceae,Acer sp.,y,na,na,y,n,n
1937,Betula,sp.,Betulaceae,Betula sp.,y,na,na,y,n,n
1937,Carpinus,caroliniana,Betulaceae,Carpinus caroliniana,y,na,na,y,n,n
1937,Carya ,spp.,Juglandaceae,Carya  spp.,y,na,na,y,n,n
1937,Cornus,sp.,Cornaceae,Cornus sp.,y,na,na,y,n,n
1937,Fagus,grandifolia,Fagaceae,Fagus grandifolia,y,na,na,y,n,n
1937,Fraxinus,sp.,Oleaceae,Fraxinus sp.,y,na,na,y,n,n
1937,Liquidambar,styraciflua,Altingiaceae,Liquidambar styraciflua,y,na,na,y,n,n
1937,Liriodendron,tulipifera,Magnoliaceae,Liriodendron tulipifera,y,na,na,y,n,n
1937,Ostrya,virginiana,Betulaceae,Ostrya virginiana,y,na,na,y,n,n
1937,Paulownia,tomentosa,,Paulownia tomentosa,y,na,na,n,y,y
1937,Phellodendron,amurense,Rutaceae,Phellodendron amurense,y,na,na,n,y,y
1937,Prunus,spp.,Rosaceae,Prunus spp.,y,na,na,n,n,n
1937,Quercus,spp.,Fagaceae,Quercus spp.,y,na,na,y,n,n
1937,Sassafras,albidum,Lauraceae,Sassafras albidum,y,na,na,y,n,n
1937,Tsuga,canadensis,Pinaceae,Tsuga canadensis,y,na,na,y,n,n
1937,Ulmus,americana,Ulmaceae,Ulmus americana,y,na,na,y,n,n
1937,Viburnum,prunifolim,Adoxaceae,Viburnum prunifolim,y,na,na,y,n,n
